sentence_id,original_text,falc_text,falc
42,"Au petit jour, j'aperçois un bonhomme de neige à la barre. C'est Philippe, le timonier. Seul est visible, son petit bout de cigarette. Des murs de neige nous entourent. Père nous demande de jeter de l'eau de mer sur le pont pour faire fondre cette neige aussi jolie que gênante. Nous faisons ensuite fondre de la neige pour récupérer de l'eau douce pour la cuisine. Le vent se met de la partie pour tout arranger. Il faut s'éloigner des côtes, le risque devient trop grand. Impossible de pêcher. Nous sommes dans des creux de 6 mètres. Une heure plus tard, incroyable, plus un pet de vent. C'est l'embellie ! Les oiseaux, rassurés de voir ce ciel dégagé, réapparaissent peu à peu. Au large, nous remarquons à nouveau les baleines, les côtes islandaises sont de toute beauté.","C'est le matin. Jules voit Philippe sur le pont. Philippe est tout blanc car il a neigé. Les marins jettent du sel sur le pont du bateau pour enlever la neige. Les marins chauffent la neige pour avoir de l'eau douce. Soudain, le vent se lève, la mer est dangereuse. Ça dure une heure, puis le beau temps revient. Les marins revoient : • des oiseaux • des baleines • les côtes de l'Islande.","Matin, je vois un homme de neige derrière la barre. C'est Philippe, le capitaine. Seul, il fume une cigarette petite. Nous sommes entourés de murs de neige. Mon père nous dit de jeter de l'eau de mer sur le pont pour faire fondre la neige qui est belle mais gênante. Puis nous faisons fondre la neige pour obtenir de l'eau douce pour la cuisine. Le vent s'arrête pour nous aider. Il faut nous éloigner des côtes, le danger est trop grand. Nous ne pouvons plus pêcher. Nous sommes dans des creux de 6 mètres. Une heure plus tard, le vent reprend. C'est un soulagement ! Les oiseaux, rassurés de voir le ciel dégagé, reviennent peu à peu. À l'horizon, nous voyons de nouveau les baleines, les côtes islandaises sont magnifiques."
43,"Nous arrivons au mois de mai, les jours rallongent bien. On passe d'un ciel gris et tourmenté, à un beau ciel bleu avec un soleil froid de 10 degrés. On me remet une lettre de maman pour papa. Maman n'est pas au courant. Les courriers se sont croisés. Maman a déposé des fleurs de muguet et de lilas séchées, dans un linge, entre les feuilles de sa lettre. Elle nous parle de sa grossesse qui se passe à merveille, malgré sa fatigue. Elle écrit au sujet de mon petit frère. Il est très sage et ma grande sœur est très courageuse. Elle déclare beaucoup prier pour nos vies et notre retour. Je craque et mes larmes coulent le long de mes joues.",C'est le mois de mai : • le jour dure plus longtemps • le temps s'améliore. La mère de Jules a écrit au père de Jules car elle ne sait pas encore que son mari est mort. La mère de Jules a écrit : • sa grossesse se passe bien • le frère de Jules est sage • la sœur de Jules est courageuse • elle prie pour Jules et son père.,"Mai est arrivé, les jours deviennent plus longs. Le ciel change de gris et tourmenté à bleu clair avec un froid soleil de 10 degrés. J'ai reçu une lettre de maman pour papa. Maman ne sait pas. Les courriers se sont croisés. Maman a mis des fleurs de muguet et de lilas sèches, dans un linge, entre les feuilles de sa lettre. Elle nous parle de sa grossesse qui va bien, malgré sa fatigue. Elle écrit sur mon petit frère. Il est très sage et ma grande sœur est très courageuse. Elle prie beaucoup pour notre vie et notre retour. J'ai des larmes aux yeux."
44,"Mon jour préféré est celui du troc. Les besaces à l'épaule, remplies de petites denrées, de l'alcool et autres broutilles, nous allons rencontrer les Islandais. J'accompagne Gaston et Clovis vers une maisonnette. On pénètre dans une grande pièce. Un feu brûle dans une belle cheminée mais quelle odeur ! Etant pauvres en bois, les Islandais se chauffent à la bouse de vache séchée pendant l'été. Beurk ! Clovis dépose sur la table une bouteille de genièvre. Gaston, lui, dépose des marrons, des noix et des noisettes. Les politesses accomplies, nous passons aux choses sérieuses. Le fils de la famille me propose un magnifique couteau dont le manche est formé d'une patte de mouton. En échange, je lui donne quelques biscuits et un pot de confiture de maman.","Les marins vont faire des échanges avec les Islandais. Les Islandais n'ont pas de bois alors, ils chauffent leurs maisons avec de la bouse de vache séchée. Clovis échange de l'alcool. Gaston échange des fruits secs. Jules échange de la confiture et des biscuits contre un couteau. Le couteau a un manche en os de mouton.","Mon jour préféré, c'est le jour du troc. J'accompagne Gaston et Clovis à une maisonnette. Nous entrons dans une grande pièce. Un feu brûle dans une belle cheminée, mais l'odeur est mauvaise ! Les Islandais ont peu de bois, ils se chauffent avec de la bouse de vache séchée pendant l'été. Eek ! Clovis met une bouteille de genièvre sur la table. Gaston met des marrons, des noisettes et des noix. Nous sommes politement accueillis. Nous passons à l'affaire sérieuse. Le fils de la famille me donne un magnifique couteau dont le manche est une patte de mouton. En échange, je lui donne quelques biscuits et un pot de confiture de maman."
45,"Les paysages sont magnifiques mais il y a peu de morues. Le second s'énerve : « Je sais où elles sont, moi, les morues. Vous allez en baver mais ça ne sera pas pour des prunes ! » Nous manœuvrons en position de pêche. Face au vent, nous déroulons des longueurs inouïes de ligne. A près de 300 mètres, le fond arrête les lignes. Gaston me prévient : « ça va chauffer ! » Le filin, autour de ma moufle se tend subitement. Je tire de toutes mes forces. Je crois que j'ai attrapé un rocher ! Mes bras s'engourdissent et s'alourdissent . Je transpire, je m'essouffle, je faiblis. Enfin, le barbillon d'une énorme morue apparaît hors de l'eau. Le second m'aide et la rattrape avec une gaffe. Non d'un chien, elle fait son poids, elle est plus grande que moi ! Mais ce n'est pas terminé, il faut s'y remettre inlassablement. Deux à trois heures se passent. Après cela, nous restons 10 heures sur nos paillasses, fatigués, usés, prostrés.","Le paysage est très beau Mais il n'y a pas de morues ! Les marins trouvent des morues à 300 mètres de profondeur. Jules pêche une énorme morue. La morue est plus grande que Jules. Les marins pêchent pendant 3 heures. Après, ils sont épuisés !","Belle vue mais peu de morues. Le second se met en colère : « Je sais où les morues sont, moi, les morues. Vous allez les pêcher mais c'est pas pour des prunes ! » Nous avons mis notre bateau pour pêcher. Face au vent, nous déroulons des longues lignes. À près de 300 mètres, le fond arrête les lignes. Gaston me dit : « ça va chauffer ! » Le filin autour de mon pied s'étire subitement. Je tire tout mon pouvoir. Je crois que j'ai attrapé une pierre ! Mes bras se ralentissent et s'endurent. Je suis gorgé de sueur, je me fatigue, je faiblis. Enfin, le barbillon d'une grande morue apparaît hors de l'eau. Le second me l'aide et la rattrape avec une gaffe. Non d'un chien, elle pèse, elle est plus grande que moi ! Mais c'est loin d'"
46,"Je suis surpris par l'arrivée du commandant : « Je t'invite cet après-midi sur mon bateau stationnaire, tu représenteras ton père. C'était un bon capitaine, je l'estimais beaucoup. » Sur le bateau stationnaire, tous les capitaines sont présents, il y a aussi les représentants des autorités islandaises. Quel confort sur ce bateau, c'est incroyable : On y trouve une cuisine avec un cuisinier, un coin d'aisance, de l'eau chaude et même un petit hôpital ! Un novice du stationnaire se moque de moi. Le capitaine prend ma défense : « Tu n'as pas honte, toi, gosse d'officier ? Tu veux prendre sa place et son travail éreintant ? Une journée et tu pleures dans les jupons de ta mère ! Tu auras un rapport et tu seras de corvée de pommes de terre et de toilettes jusqu'à notre retour. Compris ? » Sur le point de rentrer je remercie le capitaine.","Jules va sur le bateau des officiers avec tous les capitaines. Sur le bateau des officiers, il y a : • une cuisine avec un cuisinier • des toilettes, de l'eau chaude • un petit hôpital. Sur le bateau des officiers, un garçon se moque de Jules. Le commandant punit le garçon.","Sur le bateau immobile, le commandant m'invite cette après-midi. Tu dois représenter ton père, il était un bon capitaine et je l'aimais beaucoup. Tous les capitaines sont là, ainsi que des représentants islandais. Le bateau est confortable : il y a une cuisine avec un cuisinier, un coin d'aisance, de l'eau chaude et même un petit hôpital ! Un jeune marin me moque. Le capitaine me défend : ""Tu n'es pas honteux, toi, jeune officier ? Tu veux prendre sa place et son travail épuisant ? Une journée et tu pleureras dans les jupons de ta mère ! Tu auras un travail et tu travailleras à la cuisine et aux toilettes jusqu'à notre retour. Compris ?"" Avant de rentrer, je remercie le capitaine."
47,"Pas très loin d'ici se trouve un port écossais du nom d'Aberdeen. Il s'y trouve un chantier naval. Nous allons longer la côte pour nous y rendre. Nous demandons l'entrée dans le port écossais avec le pavillon de détresse. Un petit vapeur vient à notre rencontre et nous remorque jusqu'au quai. Ce chantier naval est spectaculaire, une vraie fourmilière. Un charpentier expérimenté se pointe devant nous, Clovis lui commande un espar de 8 mètres de long. « Ho, hisse ! Ho, hisse ! » Le nouveau bout-dehors doit être positionné. La tâche est longue est difficile. Enfin, c'est terminé.",Le bateau de Jules sera réparé dans un chantier naval en Écosse. Un petit bateau tire le bateau de Jules jusqu'au quai de réparation. Un charpentier scie une poutre de 8 mètres pour réparer le bateau de Jules. La réparation du bateau est longue et difficile.,"Nous allons vers le port d'Aberdeen, en Écosse. Nous avons besoin d'aide pour entrer. Nous avons hissé notre pavillon de détresse. Un petit bateau vient nous remorquer jusqu'au quai. Le chantier naval est impressionnant, il est comme une ruche. Un charpentier expérimenté nous parle. Clovis lui demande un mât de 8 mètres. Il nous dit ""Ho, hisse ! Ho, hisse !"" La tâche est longue et difficile. Enfin, c'est fini."
48,"Le moment tant attendu arrive enfin. Le phare, au loin devant nous est celui de Gravelines. Notre bateau est propre comme un sou neuf, contrairement à nos corps puants. D'abord nous devons nous débarrasser de nos paillasses. On se bouscule comme des gosses pour les jeter à la mer. D'autres vêtements partent à la baille : les moufles, les pantalons tenant debout par la crasse, le linge de corps usé, les vestes et pulls troués. Nous jetons aussi les patates germées et pourries et le baril d'aisance. Charles-Louis tonne : « De l'eau douce est à votre disposition pour nettoyer votre linge, et surtout vous. Vous sentez le vieux phoque ! » On s'habille du mieux qu'on peut avec les effets qui sont restés les plus soignés mais cette odeur de poisson nous colle à la peau, sous les ongles, sur les cheveux et les barbes.","Le bateau arrive enfin près de Dunkerque. Le bateau est propre. Les marins sont sales. Les marins jettent à la mer : • les paillasses • les habits sales • les patates pourries. Après, les marins se lavent et ils mettent des habits propres. Mais ils sentent quand même le poisson !","Enfin, le moment attendu est arrivé. Le phare de Gravelines est en vue. Notre bateau est propre comme neuf, mais nous sommes sales. D'abord, nous jetons nos sacs de déchets. Nous nous battons pour les jeter à la mer. D'autres vêtements partent aussi : des chaussures sales, des pantalons et des chemises usées, des vêtements de corps et des vêtements de couleur sale. Nous jetons aussi les pommes de terre mûres et sales et le baril de toilettes. Charles-Louis appelle : ""Il y a de l'eau fraîche pour vous laver vos vêtements, et surtout vous-mêmes. Vous sentez le vieux phoque !"" Nous nous habillons le mieux que nous pouvons avec les vêtements restés les plus propres, mais cette odeur de poisson nous colle à la peau, sous les ongles, sur les cheveux et les barbes."
49,"Le capitaine tente alors de me faire renoncer aux voyages en mer, m'exhortant à retourner chez mon père. Mais je monte à bord d'un vaisseau partant pour la côte d'Afrique. Je me lie d'amitié avec le capitaine, qui m'enseigne les règles de la navigation et l'art du commerce. Mes ventes me rapportent trois cents livres. Je décide alors de me faire marchand.",13 Le capitaine du bateau dit à Robinson : « La mer est trop dangereuse ! Retourne chez ton père ! » Mais Robinson n'écoute pas le capitaine. Il prend un autre bateau qui va en Afrique. Le nouveau capitaine apprend à Robinson : • à naviguer • à faire du commerce. Robinson dit : « Je vais faire du commerce pour gagner de l'argent. »,"Je veux aller en Afrique par mer, mais mon capitaine m'encourage à rentrer chez mon père. Mais je monte sur un navire et je deviens ami avec le capitaine qui me montre comment naviguer et vendre. J'ai trois cents livres de profit. Alors je décide de devenir marchand de mer.

(Emotion : décision, joie)"
50,"Onze jours plus tard, nous croisons la route d'un navire européen. On nous fait monter à bord. Le capitaine propose de me conduire au Brésil et de m'acheter la chaloupe. Il propose aussi d'acheter Xury. Ce dernier sera libéré de son esclavage au bout de dix ans s'il accepte de devenir chrétien. Le jeune garçon donne son accord.","23 Robinson et Xury repartent. Ils naviguent encore pendant 11 jours. Ils voient un bateau européen. Le capitaine du bateau dit à Robinson : « Je t'emmène au Brésil, si tu veux. J'achète ta barque. J'achète aussi Xury. » Le capitaine dit à Xury : « Tu seras mon esclave pendant 10 ans. Dans 10 ans, tu seras libre si tu deviens chrétien. » Xury dit : « D'accord. »","Nous rencontrons un navire européen après onze jours. Le capitaine nous invite à monter à bord. Il propose de m'emmener au Brésil et de me donner une petite barque. Il veut aussi acheter Xury. Le capitaine propose de le libérer de son esclavage après dix ans, si Xury accepte de devenir chrétien. Xury accepte."
51,"Ayant besoin d'aide, je regrette de m'être séparé de Xury. L'année suivante, j'ai beaucoup de succès dans ma plantation et, mes richesses augmentant, ma tête se remplit de projets irréalisables. Ayant lié connaissance avec des marchands d'esclaves de San Salvador, j'accepte de me joindre à eux. J'embarque avec eux pour la côte de Guinée afin de participer à leur commerce. Certains esclaves viendraient travailler dans ma plantation. Je m'embarque donc dans cette nouvelle aventure le 1 er septembre 1659.","27 Robinson a besoin d'esclaves pour travailler dans sa plantation. Alors, il rencontre des marchands d'esclaves. Les marchands disent à Robinson : « Viens avec nous en Guinée, tu pourras acheter des esclaves pour ta plantation. » « Bonne idée ! » Robinson a maintenant 27 ans. Il repart en mer pour aller en Guinée.","Je suis triste de ne plus avoir Xury avec moi. L'année suivante, ma plantation prospère et ma richesse augmente, mon esprit est rempli de projets incroyables. J'ai rencontré des marchands d'esclaves à San Salvador et je me joint à eux. Je partis avec eux vers la côte de Guinée pour participer à leur commerce. Certains esclaves travailleraient sur ma plantation. Je partis donc pour cette nouvelle aventure le 1er septembre 1659. Je suis triste mais aussi excitée pour cette nouvelle aventure."
52,"Il me faut près d'un an pour achever mon logement. Puis je continue à l'améliorer et entreprends de me fabriquer des meubles. J'ai besoin d'une chaise, d'une table et d'étagères. Ceci fait, je commence à tenir un journal de mes activités de chaque jour.","45 Robinson construit sa maison pendant 1 an. Ensuite, Robinson fabrique des meubles : • une chaise • une table • des étagères. Robinson écrit son journal de bord. Il écrit ce qu'il fait. Il écrit aussi ce qui lui arrive.","Vivre dans mon propre logement enfin ! C'est en un an que je le ferai. Puis je continuerai à améliorer mon logement en fabriquant mes propres meubles. Je vais besoin d'une chaise, d'une table et d'étagères. Après cela, je commencerai à tenir un journal de mes activités chaque jour.

J'ai beaucoup de joie pour vivre dans mon propre logement. C'est un rêve qui se réalise enfin !"
53,"Avril Le 16. Je termine l'échelle qui me permet de franchir la palissade et d'accéder à ma demeure désormais complète. Le 17. Un épouvantable tremblement de terre suivi d'un terrible ouragan qui dure près de trois heures m'obligent à me mettre à l'abri. Il continue de pleuvoir toute la nuit et une grande partie du lendemain. Le 22. Je prépare mes outils afin de faire un campement plus sûr. Le 30. M'apercevant que ma provision de biscuits diminue, je ne mange plus qu'un biscuit par jour.","51 En avril, Robinson commence à fabriquer une échelle. L'échelle servira à franchir le mur autour de la maison. Robinson doit s'abriter à cause : • d'un tremblement de terre • d'une tempête. Alors, il décide de consolider sa maison. Robinson n'a plus beaucoup de biscuits alors il mange seulement un biscuit par jour.","Le 16 avril, je termine l'échelle pour monter sur la palissade et aller à ma maison complète. Le 17, un terrible séisme suivi d'un ouragan qui dure presque trois heures me pousse à se cacher. Il pleut toute la nuit et la journée suivante. Le 22, je prépare mes outils pour un campement plus sûr. Le 30, je vois que ma réserve de biscuits diminue, alors je ne mange qu'un biscuit par jour."
54,"Je reste à la maison autant que possible durant les mois pluvieux. Je tresse des corbeilles pour porter de la terre, ou pour transporter ou conserver diverses choses. Puis j'explore l'île, armé de mon mousquet et de ma hache, et accompagné de mon chien. A l'ouest, j'aperçois une autre terre. Je ne sais pas si c'est une île ou un continent, mais je pense qu'elle doit faire partie de l'Amérique. Ce voyage m'est excessivement agréable ; les savanes sont douces, verdoyantes, émaillées de fleurs et semées de bosquets charmants. Il y a beaucoup de perroquets ; j'en capture un. Il me faudra plusieurs années pour lui apprendre à parler et lui faire dire mon nom. Je ramène aussi un chevreau vivant, pour démarrer un élevage de boucs domestiques qui pourront me servir de nourriture quand ma poudre et mon plomb seront consommés.","59 Pendant la saison des pluies, Robinson reste chez lui. Il fabrique des paniers. Quand il ne pleut pas, Robinson explore son île. L'île est agréable avec : • des savanes fleuries • des perroquets. Robinson emporte un perroquet chez lui pour lui apprendre à parler. Robinson emporte un chevreau chez lui pour faire un élevage pour se nourrir.","Je reste à la maison le plus possible pendant les mois pluvieux. Je fais des corbeilles pour emporter de la terre ou pour transporter et stocker divers objets. Puis je explore l'île, armé de mon fusil et de mon hache, et accompagné de mon chien. À l'ouest, je vois une autre terre. Je ne sais pas si c'est une île ou un continent, mais je pense qu'elle fait partie de l'Amérique. Ce voyage me fait beaucoup de plaisir ; les prairies sont douces et vertes, couvertes de fleurs et de petits bois. Il y a beaucoup de perroquets ; je capture un. Cela prendra plusieurs années pour qu'il apprenne à parler et pour qu'il me dise mon nom. Je ramène aussi un agneau vivant, pour commencer une ferme de chèvres qui pourront me servir de nourriture quand ma poudre et mon plomb seront utilisés.

Je suis heureux lorsque je suis à"
55,"André Vasling. C'est l'assistant de Louis, « le second ». Il ne veut pas vraiment retrouver Louis car il veut épouser Marie.",Penellan. C'est un marin. Il veut vraiment retrouver Louis. Il aide Marie à se cacher sur le bateau.,"André Vasling, Louis' assistant, ne veut pas vraiment le retrouver car il veut épouser Marie. Il n'aime pas Louis comme il l'aime Marie. Il est triste pour Louis mais heureux pour lui."
56,"Le vieil homme rentra chez lui. Il avait fait construire le brick « La Jeune-Hardie » que son fils commandait maintenant. Le jeune homme, âgé de 30 ans et considéré comme le meilleur marin de Dunkerque, était amoureux de Marie, jolie orpheline de 20 ans qu'il devait épouser. Le bateau revenait d'un voyage de 3 mois en Norvège.",Le bateau de Louis arrive à Dunkerque. C'est Jean qui a construit le bateau de Louis. Louis est le meilleur commandant de Dunkerque. Louis est amoureux de Marie.,"L'homme vieux rentra à la maison. Il avait construit le bateau « La Jeune-Hardie » pour son fils, le meilleur marin de Dunkerque, âgé de 30 ans. Ce dernier était amoureux de Marie, une jolie orpheline de 20 ans qu'il allait épouser. Le bateau était de retour d'un voyage de 3 mois en Norvège. Il était heureux de le voir revenir."
57,"Vers le 23 juillet, le bateau rencontra les premiers bancs de glace. Désormais, il fallait redoubler de vigilance. Les marins se relayaient toutes les 2 heures sous la pluie, la neige et par une température très basse. Marie restait parfois sur le pont. Le 1er août, les marins voient des icebergs dans le brouillard.","Le 23 juillet, le bateau est dans les glaces. C'est dangereux ! Les marins sont sur le pont du bateau. Ils surveillent les glaces. Les marins ont froid. Le 1er août, les marins voient des icebergs dans le brouillard.","Le bateau rencontre des glaces le 23 juillet. Il faut être plus vigilant maintenant. Les marins prennent des tours de garde toutes les deux heures, sous la pluie, la neige et une température très froide. Marie reste parfois sur le pont. Le 1er août, les marins voient des icebergs dans la brume."
58,"Le 1er août, l'équipage eut à faire face aux premiers icebergs. La navigation, dans le brouillard et l'obscurité, devint difficile. Le bateau risquait à tout moment de heurter la glace et de sombrer. Soudain, « La Jeune-Hardie » se retrouva face à une masse de glace qui fonçait droit sur elle. Heureusement, au moment même où les marins crurent qu'ils étaient perdus, le bloc de glace se retourna, et le brick put reprendre sa route : une immense plaine d'eau assurait une navigation facile.","Si le bateau tape un iceberg, le bateau va couler. Le bateau arrive sur un iceberg. Le bateau va taper l'iceberg. Les marins ont peur. Heureusement, l'iceberg se retourne. Le bateau passe.","Le 1er août, l'équipage rencontra des icebergs. Naviguer devint difficile dans la brume et l'obscurité. Le bateau pouvait heurter la glace à tout moment et couler. Brusquement, le bateau se trouva face à une masse de glace qui se dirigeait droit vers lui. Heureusement, au moment où les marins pensaient être perdus, la masse de glace se retourna, et le bateau put continuer sa route : une grande étendue d'eau facilitait la navigation."
59,"Dès le mois de mars, le retour des oiseaux annonça une diminution du froid et l'arrivée des beaux jours. La chasse devint plus facile et, malgré quelques épreuves, les conditions de vie s'améliorèrent. Pendant 8 mois, le soleil ne se coucherait pas.",C'est le printemps. Il fait de moins en moins froid. Le jour dure plus longtemps. La chasse est plus facile.,"En mars, les oiseaux reviennent, annonçant un froid moindre et des jours beaux. La chasse devient plus facile et, malgré quelques difficultés, la vie devient meilleure. Durant huit mois, le soleil ne se couche pas.

(Emotion : joie)
(Intensité : forte)"
60,"En avril, les marins préparèrent le bateau, qui put finalement quitter la baie d'hivernage le 21 mai. Ils mirent près d'un mois à sortir de la mer polaire.","Pendant le mois d'avril, les marins réparent le bateau. Le 21 mai, le bateau est prêt. Louis et ses marins voyagent pendant 1 mois dans l'océan glacé.","En avril, les marins ont préparé le bateau pour quitter la baie d'hivernage le 21 mai. Cela a pris presque un mois pour sortir de la mer polaire."
61,"Après bien des aventures, « La Jeune-Hardie » fut de retour à Dunkerque le 16 août. Très vite, on célébra le mariage de Louis Cornbutte et de Marie.",Le voyage jusque Dunkerque dure encore 2 mois. Louis et ses marins arrivent à Dunkerque le 16 août. Marie et Louis se marient. Et… l'aventure est finie !,"Le 16 août, La Jeune-Hardie est de retour à Dunkerque. Rapidement, on célèbre le mariage de Louis et Marie."
62,"Tout à coup, madame Otis aperçut une tache rouge sombre sur le parquet. Elle dit à la gouvernante : « Je crois qu'on a dû répandre là quelque chose. » « Oui, madame. On a répandu du sang à cet endroit. » Répondit la gouvernante. « Mais c'est abominable, s'écria madame Otis. Je n'aime pas du tout les taches de sang dans une pièce où l'on se tient. Il faut la nettoyer tout de suite. » La vieille femme sourit et dit d'une voix mystérieuse : « Il est impossible de l'enlever. »",Madame Otis voit une tache sur le sol. « C'est une tache de sang. » « C'est horrible ! Il faut nettoyer très vite cette tache. »,"Madame Otis vit une tache rouge sombre sur le sol. Elle dit à la gouvernante : ""Je pense que quelque chose a été versé là."" ""Oui, madame, c'est du sang ici."" Répondit la gouvernante. ""C'est horrible, cria madame Otis. Je déteste les taches de sang dans une pièce où l'on se trouve. Il faut la nettoyer immédiatement."" La vieille femme sourit et dit d'une voix mystérieuse : ""On ne peut pas la retirer."""
63,"L'orage se déchaîna toute cette nuit-là. Le lendemain matin, lorsqu'ils descendirent pour le petit-déjeuner, ils retrouvèrent la terrible tache de sang sur le parquet. Washington l'effaça donc une seconde fois mais le lendemain matin, elle reparut encore. Le jour suivant elle était encore là, bien que la bibliothèque eût été fermée à clef pour la nuit.",La rencontre avec le fantôme L'orage dure toute la nuit. C'est le matin. La famille se retrouve dans la bibliothèque. La tache de sang est à nouveau sur le sol. Washington frotte la tache. La tache disparaît. Mais la famille retrouve la tache sur le sol tous les matins.,"L'orage a été violent toute la nuit. Le matin, ils ont découvert une grande tache de sang sur le sol. Washington a effacé la tache une seconde fois, mais le lendemain matin, elle était de retour. Le jour suivant, elle était toujours là, malgré le fait que la bibliothèque était fermée à clé la nuit.

La tache de sang était terrible.

Washington était inquiet."
64,"Un instant, le fantôme de Canterville demeura parfaitement immobile. Puis il lança le flacon sur le parquet et s'enfuit le long du couloir en poussant des gémissements.",Le fantôme est vexé. Il lance le flacon d'huile sur le sol. Il fuit dans le couloir.,Fantôme de Canterville resta immobile. Puis il jeta la bouteille sur le sol et s'enfuit vers le couloir en criant des cris de peur.
65,"Dès qu'il eut atteint son petit cabinet secret, le fantôme songea : – aux quatre servantes qui avaient été saisies d'une crise d'hystérie alors qu'il les avait simplement regardées avec un rire grimaçant, – à la vieille madame de Trémouillac, qui ayant aperçu un squelette assis dans un fauteuil, avait dû garder le lit pendant six semaines, – au maître d'hôtel qui s'était tué d'un coup de pistolet parce qu'il avait vu une main verte frapper au carreau, – à ses apparitions en « nourrisson étranglé » ou en « suceur de sang ».","Le fantôme est dans sa chambre. Il pense à ses grandes victoires. Il a fait très peur aux habitants du château : – en faisant des grimaces, – en devenant tout vert, – en montrant son squelette, – en se déguisant en monstres horribles.","Dans son petit cabinet secret, le fantôme se demanda : – pourquoi les quatre servantes avaient eu une crise d'effroi quand il les regardait rire, – pourquoi la vieille madame de Trémouillac avait dû rester au lit pendant six semaines après avoir vu un squelette dans un fauteuil, – pourquoi le maître d'hôtel s'était tué avec un pistolet après avoir vu une main verte frapper à la fenêtre, – pourquoi il apparaissait souvent comme un bébé étranglé ou un vampire."
66,"Le lendemain, le fantôme fut immobilisé par un gros rhume. Il renonça dès lors à effrayer cette grossière famille américaine et se contenta de rôder le long des couloirs, chaussé de pantoufles avec un épais cache-nez autour de la gorge.","Le lendemain, le fantôme est malade. Il met une écharpe et des chaussons. Et il se promène tout triste dans le château. « J'abandonne. Je ne pourrai jamais faire peur à cette famille. Tant pis ! »","Le lendemain, le fantôme était malade. Il a arrêté de les effrayer et a préféré se promener dans les couloirs, chaussé de chaussures de nuit et avec un grand foulard autour du cou."
67,"Il était environ deux heures et quart du matin. Tandis que le fantôme se dirigeait lentement vers la bibliothèque pour voir s'il restait quelques traces de la tache de sang, deux personnages bondirent tout à coup sur lui du fond d'un recoin sombre, agitant follement les bras au-dessus de leur tête, et lui hurlant « Bou ! » à l'oreille.",Le fantôme arrive dans la bibliothèque. Les jumeaux sautent sur le fantôme. Ils crient. « Bou ! » Le fantôme est paniqué. Il s'enfuit.,"Il était presque deux heures du matin. Alors que le fantôme se dirigeait vers la bibliothèque pour voir s'il restait des traces de sang, deux personnes apparurent brusquement, bondissant vers lui dans un coin sombre, et crièrent « Bou ! » à ses oreilles. Le fantôme fut effrayé."
68,"Saisi de panique, le fantôme se précipita dans l'escalier mais il y trouva Washington Otis qui l'attendait, muni de la grande seringue du jardin.",Mais le fantôme rencontre Washington dans les escaliers. Washington menace le fantôme avec une seringue.,"Panique, le fantôme courut vers l'escalier, mais Washington Otis était là, avec la grande seringue du jardin.

Terrifié, le fantôme s'arrêta.

Washington Otis utilisa la seringue pour capturer le fantôme.

Le fantôme était pris."
69,"Se voyant ainsi encerclé de toutes parts par ses ennemis, Simon de Canterville disparut dans le gros poêle de fonte, arrivant dans sa chambre dans un état affreux de saleté, de désordre, et de désespoir. Depuis cette nuit-là, personne ne revit le fantôme. Il avait été si blessé qu'il ne voulait plus se montrer. Tout le monde pensait que le fantôme avait disparu et en était très satisfait.","Simon s'enfuit par la cheminée. Il retourne dans sa chambre. Il est trop malheureux pour sortir de sa chambre. Alors, la famille pense : « Ouf ! Le fantôme est parti. » Tout le monde est très content.","Dans sa chambre, Simon de Canterville se cacha dans un poêle. Il était sale, la chambre était sale et il était triste. Depuis cette nuit, personne ne l'a vu. Il était si blessé qu'il ne voulait plus se montrer. Tout le monde pensait qu'il était parti et était heureux."
70,"Quatre jours après, une procession funèbre partit de Canterville vers onze heures du soir. Lord Canterville était venu de Londres pour assister à l'enterrement du fantôme. Il était en tête du cortège avec la petite Virginia.",La fin de l'histoire C'est le jour de l'enterrement du fantôme. Lord de Canterville est venu pour l'enterrement. Tout le monde conduit le fantôme au cimetière. Tout le monde prie pour le fantôme.,"Quatre jours plus tard, une procession funèbre partit de Canterville à onze heures du soir. Le lord Canterville était venu de Londres pour assister à l'enterrement du fantôme. Il marchait en tête du cortège avec la petite Virginia.

Le lord Canterville était triste. La petite Virginia était triste aussi. Ils allaient dire adieu à leur fantôme ami."
71,"Le lendemain matin, Lord Canterville et monsieur Otis s'entretiennent au sujet des bijoux. En effet, le fantôme avait donné à Virginia des bijoux absolument magnifiques, en particulier un collier de rubis avec une monture vénitienne qui était véritablement superbe. La valeur de ce bijou était considérable. Monsieur Otis dit à Lord de Canterville : « Reprenez les bijoux avec vous à Londres car ils sont l'héritage de votre famille. »",C'est le lendemain. Monsieur Otis et Lord de Canterville discutent ensemble. « Le fantôme a donné une boîte de bijoux à Virginia. Ces bijoux sont très beaux et très chers. Ils sont à votre famille. Vous devez emporter ces bijoux à Londres. »,"Le matin, Lord Canterville et monsieur Otis parlent des bijoux. En effet, le fantôme a donné à Virginia des bijoux magnifiques, notamment un collier de rubis avec une monture vénitienne qui est vraiment magnifique. Le collier est très cher. M. Otis dit à Lord Canterville : ""Prends les bijoux avec toi à Londres, car ils sont l'héritage de ta famille."""
